timestamp,db_level,measurement_type,note
2022/7/1 9:20,34.6,Continuous_Log,
2022/7/1 9:30,36.8,Continuous_Log,
2022/7/1 9:40,39.3,Continuous_Log,
2022/7/1 9:50,41.9,Continuous_Log,
2022/7/1 10:00,36.1,Continuous_Log,
2022/7/1 10:10,37.3,Continuous_Log,
2022/7/1 10:20,33.6,Continuous_Log,
2022/7/1 10:30,33.2,Continuous_Log,
2022/7/1 10:40,41.3,Continuous_Log,
2022/7/1 10:50,43.4,Continuous_Log,
2022/7/1 11:00,37.7,Continuous_Log,
2022/7/1 11:10,42,Continuous_Log,
2022/7/1 11:20,39.4,Continuous_Log,
2022/7/1 11:30,35.4,Continuous_Log,
2022/7/1 11:40,39.4,Continuous_Log,
2022/7/1 11:50,44.2,Continuous_Log,
2022/7/1 12:00,37.9,Continuous_Log,
2022/7/1 12:10,44.3,Continuous_Log,
2022/7/1 12:20,27.5,Continuous_Log,
2022/7/1 12:30,41.3,Continuous_Log,
2022/7/1 12:40,38.3,Continuous_Log,
2022/7/1 12:50,36.8,Continuous_Log,
2022/7/1 13:00,38.4,Continuous_Log,
2022/7/1 13:10,30,Continuous_Log,
2022/7/1 13:20,37.1,Continuous_Log,
2022/7/1 13:30,39.4,Continuous_Log,
2022/7/1 13:40,43.9,Continuous_Log,
2022/7/1 13:50,35.9,Continuous_Log,
2022/7/1 14:00,34.8,Continuous_Log,
2022/7/1 14:10,36,Continuous_Log,
2022/7/1 14:20,41.7,Continuous_Log,
2022/7/1 14:30,39.3,Continuous_Log,
2022/7/1 14:40,35.9,Continuous_Log,
2022/7/1 14:50,40.1,Continuous_Log,
2022/7/1 15:00,38.4,Continuous_Log,
2022/7/1 15:10,41.9,Continuous_Log,
2022/7/1 15:20,35.2,Continuous_Log,
2022/7/1 15:30,36.7,Continuous_Log,
2022/7/1 15:40,36.4,Continuous_Log,
2022/7/1 15:50,32.1,Continuous_Log,
2022/7/1 16:00,39.2,Continuous_Log,
2022/7/1 16:10,39,Continuous_Log,
2022/7/1 16:20,38,Continuous_Log,
2022/7/1 16:30,37.1,Continuous_Log,
2022/7/1 16:40,32.3,Continuous_Log,
2022/7/1 16:50,36.3,Continuous_Log,
2022/7/1 17:00,36.6,Continuous_Log,
2022/7/1 17:10,34.8,Continuous_Log,
2022/7/1 17:20,37.4,Continuous_Log,
2022/7/1 17:30,39.6,Continuous_Log,
2022/7/1 17:40,45.5,Continuous_Log,
2022/7/1 17:50,38.7,Continuous_Log,
2022/7/1 18:00,39,Continuous_Log,
2022/7/1 18:10,37.7,Continuous_Log,
2022/7/1 18:20,30.3,Continuous_Log,
2022/7/1 18:30,37.9,Continuous_Log,
2022/7/1 18:40,38.2,Continuous_Log,
2022/7/1 18:50,47.9,Continuous_Log,
2022/7/1 19:00,37.2,Continuous_Log,
2022/7/1 19:10,39.2,Continuous_Log,
2022/7/1 19:20,37.9,Continuous_Log,
2022/7/1 19:30,33.3,Continuous_Log,
2022/7/1 19:40,42.6,Continuous_Log,
2022/7/1 19:50,41,Continuous_Log,
2022/7/1 20:00,41.2,Continuous_Log,
2022/7/1 20:10,34.4,Continuous_Log,
2022/7/1 20:20,43.6,Continuous_Log,
2022/7/1 20:30,32.4,Continuous_Log,
2022/7/1 20:40,40.3,Continuous_Log,
2022/7/1 20:50,46.8,Continuous_Log,
2022/7/1 21:00,34,Continuous_Log,
2022/7/1 21:10,35.7,Continuous_Log,
2022/7/1 21:20,38.4,Continuous_Log,
2022/7/1 21:30,36,Continuous_Log,
2022/7/1 21:40,31.8,Continuous_Log,
2022/7/1 21:50,38.3,Continuous_Log,
2022/7/1 22:00,33.8,Continuous_Log,
2022/7/1 22:10,39.9,Continuous_Log,
2022/7/1 22:20,34.3,Continuous_Log,
2022/7/1 22:30,44.2,Continuous_Log,
2022/7/1 22:40,34.9,Continuous_Log,
2022/7/1 22:50,36.7,Continuous_Log,
2022/7/1 23:00,41.3,Continuous_Log,
2022/7/1 23:10,33.1,Continuous_Log,
2022/7/1 23:20,38.9,Continuous_Log,
2022/7/1 23:30,43.2,Continuous_Log,
2022/7/1 23:40,31.6,Continuous_Log,
2022/7/1 23:50,38.7,Continuous_Log,
2022/7/2 0:00,39,Continuous_Log,
2022/7/2 0:10,41.1,Continuous_Log,
2022/7/2 0:20,33.1,Continuous_Log,
2022/7/2 0:30,32.7,Continuous_Log,
2022/7/2 0:40,40.1,Continuous_Log,
2022/7/2 0:50,39.2,Continuous_Log,
2022/7/2 1:00,39,Continuous_Log,
2022/7/2 1:10,39.4,Continuous_Log,
2022/7/2 1:20,35.3,Continuous_Log,
2022/7/2 1:30,38.9,Continuous_Log,
2022/7/2 1:40,39.2,Continuous_Log,
2022/7/2 1:50,35.1,Continuous_Log,
2022/7/2 2:00,45.5,Continuous_Log,
2022/7/2 2:10,39.9,Continuous_Log,
2022/7/2 2:20,92.4,Event_Trigger,Impact_Severe
2022/7/2 2:30,40.6,Continuous_Log,
2022/7/2 2:40,34.1,Continuous_Log,
2022/7/2 2:50,41.1,Continuous_Log,
2022/7/2 3:00,91.1,Event_Trigger,Impact_Severe
2022/7/2 3:10,83.5,Event_Trigger,Vibration_Detected
2022/7/2 3:20,77.3,Event_Trigger,Vibration_Detected
2022/7/2 3:30,39.7,Continuous_Log,
2022/7/2 3:40,41.3,Continuous_Log,
2022/7/2 3:50,45.6,Continuous_Log,
2022/7/2 4:00,37,Continuous_Log,
2022/7/2 4:10,35,Continuous_Log,
2022/7/2 4:20,34.4,Continuous_Log,
2022/7/2 4:30,34.7,Continuous_Log,
2022/7/2 4:40,85.5,Event_Trigger,Impact_Severe
2022/7/2 4:50,39.4,Continuous_Log,
2022/7/2 5:00,39.1,Continuous_Log,
2022/7/2 5:10,41.3,Continuous_Log,
2022/7/2 5:20,38.1,Continuous_Log,
2022/7/2 5:30,43.8,Continuous_Log,
2022/7/2 5:40,36.9,Continuous_Log,
2022/7/2 5:50,48.9,Continuous_Log,
2022/7/2 6:00,40.5,Continuous_Log,
2022/7/2 6:10,34.6,Continuous_Log,
2022/7/2 6:20,33.7,Continuous_Log,
2022/7/2 6:30,39.9,Continuous_Log,
2022/7/2 6:40,37.1,Continuous_Log,
2022/7/2 6:50,40.9,Continuous_Log,
2022/7/2 7:00,39.9,Continuous_Log,
2022/7/2 7:10,37.7,Continuous_Log,
2022/7/2 7:20,34.6,Continuous_Log,
2022/7/2 7:30,31.9,Continuous_Log,
2022/7/2 7:40,36.2,Continuous_Log,
2022/7/2 7:50,41.4,Continuous_Log,
2022/7/2 8:00,38.9,Continuous_Log,
2022/7/2 8:10,33,Continuous_Log,
2022/7/2 8:20,38.7,Continuous_Log,
2022/7/2 8:30,39.5,Continuous_Log,
2022/7/2 8:40,34.5,Continuous_Log,
2022/7/2 8:50,38.6,Continuous_Log,
2022/7/2 9:00,38.2,Continuous_Log,
2022/7/2 9:10,33.4,Continuous_Log,
2022/7/2 9:20,39.4,Continuous_Log,
2022/7/2 9:30,40.2,Continuous_Log,
2022/7/2 9:40,42.3,Continuous_Log,
2022/7/2 9:50,42.2,Continuous_Log,
2022/7/2 10:00,32.5,Continuous_Log,
2022/7/2 10:10,34.2,Continuous_Log,
2022/7/2 10:20,40.1,Continuous_Log,
2022/7/2 10:30,40.1,Continuous_Log,
2022/7/2 10:40,40.1,Continuous_Log,
2022/7/2 10:50,53.4,Continuous_Log,
2022/7/2 11:00,40.3,Continuous_Log,
2022/7/2 11:10,42.5,Continuous_Log,
2022/7/2 11:20,41.8,Continuous_Log,
2022/7/2 11:30,40.6,Continuous_Log,
2022/7/2 11:40,36.7,Continuous_Log,
2022/7/2 11:50,41,Continuous_Log,
2022/7/2 12:00,34.9,Continuous_Log,
2022/7/2 12:10,37.1,Continuous_Log,
2022/7/2 12:20,36.1,Continuous_Log,
2022/7/2 12:30,38.3,Continuous_Log,
2022/7/2 12:40,47.3,Continuous_Log,
2022/7/2 12:50,30.5,Continuous_Log,
2022/7/2 13:00,40.7,Continuous_Log,
2022/7/2 13:10,31.5,Continuous_Log,
2022/7/2 13:20,36.1,Continuous_Log,
2022/7/2 13:30,42.4,Continuous_Log,
2022/7/2 13:40,38.3,Continuous_Log,
2022/7/2 13:50,33.7,Continuous_Log,
2022/7/2 14:00,35.1,Continuous_Log,
2022/7/2 14:10,40.7,Continuous_Log,
2022/7/2 14:20,35.1,Continuous_Log,
2022/7/2 14:30,38.9,Continuous_Log,
2022/7/2 14:40,38.2,Continuous_Log,
2022/7/2 14:50,35.4,Continuous_Log,
2022/7/2 15:00,46.6,Continuous_Log,
2022/7/2 15:10,40.5,Continuous_Log,
2022/7/2 15:20,29.9,Continuous_Log,
2022/7/2 15:30,38.7,Continuous_Log,
2022/7/2 15:40,35.4,Continuous_Log,
2022/7/2 15:50,41.4,Continuous_Log,
2022/7/2 16:00,34.8,Continuous_Log,
2022/7/2 16:10,37.5,Continuous_Log,
2022/7/2 16:20,40,Continuous_Log,
2022/7/2 16:30,41.5,Continuous_Log,
2022/7/2 16:40,33.2,Continuous_Log,
2022/7/2 16:50,36.7,Continuous_Log,
2022/7/2 17:00,36.1,Continuous_Log,
2022/7/2 17:10,35.4,Continuous_Log,
2022/7/2 17:20,45.1,Continuous_Log,
2022/7/2 17:30,39.6,Continuous_Log,
2022/7/2 17:40,33,Continuous_Log,
2022/7/2 17:50,41.7,Continuous_Log,
2022/7/2 18:00,46.5,Continuous_Log,
2022/7/2 18:10,42.1,Continuous_Log,
2022/7/2 18:20,31.9,Continuous_Log,
2022/7/2 18:30,36.1,Continuous_Log,
2022/7/2 18:40,43.1,Continuous_Log,
2022/7/2 18:50,35.2,Continuous_Log,
2022/7/2 19:00,39.8,Continuous_Log,
2022/7/2 19:10,41.1,Continuous_Log,
2022/7/2 19:20,34.3,Continuous_Log,
2022/7/2 19:30,37.8,Continuous_Log,
2022/7/2 19:40,25,Continuous_Log,
2022/7/2 19:50,33.9,Continuous_Log,
2022/7/2 20:00,37,Continuous_Log,
2022/7/2 20:10,33,Continuous_Log,
2022/7/2 20:20,44.5,Continuous_Log,
2022/7/2 20:30,32.3,Continuous_Log,
2022/7/2 20:40,36.2,Continuous_Log,
2022/7/2 20:50,38.5,Continuous_Log,
2022/7/2 21:00,43.8,Continuous_Log,
2022/7/2 21:10,32.3,Continuous_Log,
2022/7/2 21:20,42.7,Continuous_Log,
2022/7/2 21:30,38,Continuous_Log,
2022/7/2 21:40,34.1,Continuous_Log,
2022/7/2 21:50,39.8,Continuous_Log,
2022/7/2 22:00,38.8,Continuous_Log,
2022/7/2 22:10,35.6,Continuous_Log,
2022/7/2 22:20,38.3,Continuous_Log,
2022/7/2 22:30,36.5,Continuous_Log,
2022/7/2 22:40,38.5,Continuous_Log,
2022/7/2 22:50,40.6,Continuous_Log,
2022/7/2 23:00,44.3,Continuous_Log,
2022/7/2 23:10,33,Continuous_Log,
2022/7/2 23:20,46.5,Continuous_Log,
2022/7/2 23:30,30.2,Continuous_Log,
2022/7/2 23:40,37.4,Continuous_Log,
2022/7/2 23:50,40.4,Continuous_Log,
2022/7/3 0:00,39.1,Continuous_Log,
2022/7/3 0:10,35.5,Continuous_Log,
2022/7/3 0:20,37.2,Continuous_Log,
2022/7/3 0:30,36,Continuous_Log,
2022/7/3 0:40,35.6,Continuous_Log,
2022/7/3 0:50,41.4,Continuous_Log,
2022/7/3 1:00,39.4,Continuous_Log,
2022/7/3 1:10,35.2,Continuous_Log,
2022/7/3 1:20,41.6,Continuous_Log,
2022/7/3 1:30,39.2,Continuous_Log,
2022/7/3 1:40,41.3,Continuous_Log,
2022/7/3 1:50,40.5,Continuous_Log,
2022/7/3 2:00,34.7,Continuous_Log,
2022/7/3 2:10,35.8,Continuous_Log,
2022/7/3 2:20,86.6,Event_Trigger,Impact_Severe
2022/7/3 2:30,40.4,Continuous_Log,
2022/7/3 2:40,37.9,Continuous_Log,
2022/7/3 2:50,38.5,Continuous_Log,
2022/7/3 3:00,43.1,Continuous_Log,
2022/7/3 3:10,35.6,Continuous_Log,
2022/7/3 3:20,40.2,Continuous_Log,
2022/7/3 3:30,37.2,Continuous_Log,
2022/7/3 3:40,37.1,Continuous_Log,
2022/7/3 3:50,42.4,Continuous_Log,
2022/7/3 4:00,41.3,Continuous_Log,
2022/7/3 4:10,41.3,Continuous_Log,
2022/7/3 4:20,43.2,Continuous_Log,
2022/7/3 4:30,76.4,Event_Trigger,Vibration_Detected
2022/7/3 4:40,40.7,Continuous_Log,
2022/7/3 4:50,36.8,Continuous_Log,
2022/7/3 5:00,39.3,Continuous_Log,
2022/7/3 5:10,37.5,Continuous_Log,
2022/7/3 5:20,38.4,Continuous_Log,
2022/7/3 5:30,40.4,Continuous_Log,
2022/7/3 5:40,34.7,Continuous_Log,
2022/7/3 5:50,46.4,Continuous_Log,
2022/7/3 6:00,34,Continuous_Log,
2022/7/3 6:10,33.1,Continuous_Log,
2022/7/3 6:20,42.6,Continuous_Log,
2022/7/3 6:30,41.2,Continuous_Log,
2022/7/3 6:40,40.5,Continuous_Log,
2022/7/3 6:50,40.5,Continuous_Log,
2022/7/3 7:00,38,Continuous_Log,
2022/7/3 7:10,34.4,Continuous_Log,
2022/7/3 7:20,38.3,Continuous_Log,
2022/7/3 7:30,35.3,Continuous_Log,
2022/7/3 7:40,41.9,Continuous_Log,
2022/7/3 7:50,37.4,Continuous_Log,
2022/7/3 8:00,34.7,Continuous_Log,
2022/7/3 8:10,36.7,Continuous_Log,
2022/7/3 8:20,39.7,Continuous_Log,
2022/7/3 8:30,35.7,Continuous_Log,
2022/7/3 8:40,34.7,Continuous_Log,
2022/7/3 8:50,39,Continuous_Log,
2022/7/3 9:00,39,Continuous_Log,
2022/7/3 9:10,36,Continuous_Log,
2022/7/3 9:20,36.1,Continuous_Log,
2022/7/3 9:30,38.9,Continuous_Log,
2022/7/3 9:40,32.2,Continuous_Log,
2022/7/3 9:50,32.4,Continuous_Log,
2022/7/3 10:00,35.1,Continuous_Log,
2022/7/3 10:10,37.1,Continuous_Log,
2022/7/3 10:20,39.2,Continuous_Log,
2022/7/3 10:30,43.9,Continuous_Log,
2022/7/3 10:40,41.4,Continuous_Log,
2022/7/3 10:50,37.4,Continuous_Log,
2022/7/3 11:00,37.9,Continuous_Log,
2022/7/3 11:10,34,Continuous_Log,
2022/7/3 11:20,37.9,Continuous_Log,
2022/7/3 11:30,36.8,Continuous_Log,
2022/7/3 11:40,39.3,Continuous_Log,
2022/7/3 11:50,34.7,Continuous_Log,
2022/7/3 12:00,40.1,Continuous_Log,
2022/7/3 12:10,44.1,Continuous_Log,
2022/7/3 12:20,37.6,Continuous_Log,
2022/7/3 12:30,39.6,Continuous_Log,
2022/7/3 12:40,40.8,Continuous_Log,
2022/7/3 12:50,36.4,Continuous_Log,
2022/7/3 13:00,38.9,Continuous_Log,
2022/7/3 13:10,38.1,Continuous_Log,
2022/7/3 13:20,38.4,Continuous_Log,
2022/7/3 13:30,34.9,Continuous_Log,
2022/7/3 13:40,38.1,Continuous_Log,
2022/7/3 13:50,40,Continuous_Log,
2022/7/3 14:00,43.8,Continuous_Log,
2022/7/3 14:10,41.8,Continuous_Log,
2022/7/3 14:20,46.6,Continuous_Log,
2022/7/3 14:30,34.9,Continuous_Log,
2022/7/3 14:40,41.5,Continuous_Log,
2022/7/3 14:50,38.7,Continuous_Log,
2022/7/3 15:00,46.8,Continuous_Log,
2022/7/3 15:10,34.8,Continuous_Log,
2022/7/3 15:20,34.6,Continuous_Log,
2022/7/3 15:30,35.6,Continuous_Log,
2022/7/3 15:40,29.5,Continuous_Log,
2022/7/3 15:50,35.9,Continuous_Log,
2022/7/3 16:00,35,Continuous_Log,
2022/7/3 16:10,38.6,Continuous_Log,
2022/7/3 16:20,39.4,Continuous_Log,
2022/7/3 16:30,45.5,Continuous_Log,
2022/7/3 16:40,41.8,Continuous_Log,
2022/7/3 16:50,35.7,Continuous_Log,
2022/7/3 17:00,34.4,Continuous_Log,
2022/7/3 17:10,40,Continuous_Log,
2022/7/3 17:20,32.7,Continuous_Log,
2022/7/3 17:30,45.3,Continuous_Log,
2022/7/3 17:40,42.7,Continuous_Log,
2022/7/3 17:50,36.1,Continuous_Log,
2022/7/3 18:00,31.1,Continuous_Log,
2022/7/3 18:10,43.4,Continuous_Log,
2022/7/3 18:20,37.5,Continuous_Log,
2022/7/3 18:30,43,Continuous_Log,
2022/7/3 18:40,31.6,Continuous_Log,
2022/7/3 18:50,35.6,Continuous_Log,
2022/7/3 19:00,38,Continuous_Log,
2022/7/3 19:10,38.2,Continuous_Log,
2022/7/3 19:20,36.2,Continuous_Log,
2022/7/3 19:30,40.5,Continuous_Log,
2022/7/3 19:40,33.7,Continuous_Log,
2022/7/3 19:50,37.4,Continuous_Log,
2022/7/3 20:00,38.5,Continuous_Log,
2022/7/3 20:10,40.1,Continuous_Log,
2022/7/3 20:20,40.8,Continuous_Log,
2022/7/3 20:30,33.5,Continuous_Log,
2022/7/3 20:40,31.9,Continuous_Log,
2022/7/3 20:50,65.4,Continuous_Log,
2022/7/3 21:00,39.3,Continuous_Log,
2022/7/3 21:10,35,Continuous_Log,
2022/7/3 21:20,44.2,Continuous_Log,
2022/7/3 21:30,76.6,Event_Trigger,Vibration_Detected
2022/7/3 21:40,42.7,Continuous_Log,
2022/7/3 21:50,38.3,Continuous_Log,
2022/7/3 22:00,46.2,Continuous_Log,
2022/7/3 22:10,45,Continuous_Log,
2022/7/3 22:20,37,Continuous_Log,
2022/7/3 22:30,41.9,Continuous_Log,
2022/7/3 22:40,40.6,Continuous_Log,
2022/7/3 22:50,43.5,Continuous_Log,
2022/7/3 23:00,34.1,Continuous_Log,
2022/7/3 23:10,40.7,Continuous_Log,
2022/7/3 23:20,42.2,Continuous_Log,
2022/7/3 23:30,31,Continuous_Log,
2022/7/3 23:40,33.3,Continuous_Log,
2022/7/3 23:50,29.8,Continuous_Log,
2022/7/4 0:00,36.9,Continuous_Log,
2022/7/4 0:10,40.9,Continuous_Log,
2022/7/4 0:20,44,Continuous_Log,
2022/7/4 0:30,38.3,Continuous_Log,
2022/7/4 0:40,44.5,Continuous_Log,
2022/7/4 0:50,32.5,Continuous_Log,
2022/7/4 1:00,31.2,Continuous_Log,
2022/7/4 1:10,37.8,Continuous_Log,
2022/7/4 1:20,39.5,Continuous_Log,
2022/7/4 1:30,37.9,Continuous_Log,
2022/7/4 1:40,29.7,Continuous_Log,
2022/7/4 1:50,37.6,Continuous_Log,
2022/7/4 2:00,77,Event_Trigger,Vibration_Detected
2022/7/4 2:10,40.7,Continuous_Log,
2022/7/4 2:20,39.5,Continuous_Log,
2022/7/4 2:30,34.2,Continuous_Log,
2022/7/4 2:40,35.9,Continuous_Log,
2022/7/4 2:50,33.8,Continuous_Log,
2022/7/4 3:00,37.7,Continuous_Log,
2022/7/4 3:10,41.8,Continuous_Log,
2022/7/4 3:20,75.8,Event_Trigger,Vibration_Detected
2022/7/4 3:30,93.4,Event_Trigger,Impact_Severe
2022/7/4 3:40,35.9,Continuous_Log,
2022/7/4 3:50,91.1,Event_Trigger,Impact_Severe
2022/7/4 4:00,37.6,Continuous_Log,
2022/7/4 4:10,33.9,Continuous_Log,
2022/7/4 4:20,35.8,Continuous_Log,
2022/7/4 4:30,33.2,Continuous_Log,
2022/7/4 4:40,45.9,Continuous_Log,
2022/7/4 4:50,38.1,Continuous_Log,
2022/7/4 5:00,35.2,Continuous_Log,
2022/7/4 5:10,38.9,Continuous_Log,
2022/7/4 5:20,37.6,Continuous_Log,
2022/7/4 5:30,37.1,Continuous_Log,
2022/7/4 5:40,40.5,Continuous_Log,
2022/7/4 5:50,41,Continuous_Log,
2022/7/4 6:00,35.9,Continuous_Log,
2022/7/4 6:10,35.7,Continuous_Log,
2022/7/4 6:20,36.9,Continuous_Log,
2022/7/4 6:30,28.8,Continuous_Log,
2022/7/4 6:40,31.9,Continuous_Log,
2022/7/4 6:50,43.5,Continuous_Log,
2022/7/4 7:00,44.6,Continuous_Log,
2022/7/4 7:10,37,Continuous_Log,
2022/7/4 7:20,40.3,Continuous_Log,
2022/7/4 7:30,39.2,Continuous_Log,
2022/7/4 7:40,50.3,Continuous_Log,
2022/7/4 7:50,42.5,Continuous_Log,
2022/7/4 8:00,37.5,Continuous_Log,
2022/7/4 8:10,34.2,Continuous_Log,
2022/7/4 8:20,31.6,Continuous_Log,
2022/7/4 8:30,38.8,Continuous_Log,
2022/7/4 8:40,35,Continuous_Log,
2022/7/4 8:50,32.3,Continuous_Log,
2022/7/4 9:00,35.4,Continuous_Log,
2022/7/4 9:10,33.7,Continuous_Log,
2022/7/4 9:20,44.7,Continuous_Log,
2022/7/4 9:30,41.5,Continuous_Log,
2022/7/4 9:40,38,Continuous_Log,
2022/7/4 9:50,43.9,Continuous_Log,
2022/7/4 10:00,38.3,Continuous_Log,
2022/7/4 10:10,34.6,Continuous_Log,
2022/7/4 10:20,44.1,Continuous_Log,
2022/7/4 10:30,40.2,Continuous_Log,
2022/7/4 10:40,33.9,Continuous_Log,
2022/7/4 10:50,37.2,Continuous_Log,
2022/7/4 11:00,34.5,Continuous_Log,
2022/7/4 11:10,32.5,Continuous_Log,
2022/7/4 11:20,41.7,Continuous_Log,
2022/7/4 11:30,45.6,Continuous_Log,
2022/7/4 11:40,32.4,Continuous_Log,
2022/7/4 11:50,40.3,Continuous_Log,
2022/7/4 12:00,35.4,Continuous_Log,
2022/7/4 12:10,36.1,Continuous_Log,
2022/7/4 12:20,35.6,Continuous_Log,
2022/7/4 12:30,34.5,Continuous_Log,
2022/7/4 12:40,38.2,Continuous_Log,
2022/7/4 12:50,34.7,Continuous_Log,
2022/7/4 13:00,39.1,Continuous_Log,
2022/7/4 13:10,37.8,Continuous_Log,
2022/7/4 13:20,37,Continuous_Log,
2022/7/4 13:30,34.4,Continuous_Log,
2022/7/4 13:40,35.7,Continuous_Log,
2022/7/4 13:50,41,Continuous_Log,
2022/7/4 14:00,40,Continuous_Log,
2022/7/4 14:10,34.1,Continuous_Log,
2022/7/4 14:20,38.4,Continuous_Log,
2022/7/4 14:30,41,Continuous_Log,
2022/7/4 14:40,31.3,Continuous_Log,
2022/7/4 14:50,40.2,Continuous_Log,
2022/7/4 15:00,35.3,Continuous_Log,
2022/7/4 15:10,40.3,Continuous_Log,
2022/7/4 15:20,34.9,Continuous_Log,
2022/7/4 15:30,30.8,Continuous_Log,
2022/7/4 15:40,31.5,Continuous_Log,
2022/7/4 15:50,38.2,Continuous_Log,
2022/7/4 16:00,39,Continuous_Log,
2022/7/4 16:10,34.4,Continuous_Log,
2022/7/4 16:20,40.6,Continuous_Log,
2022/7/4 16:30,31.4,Continuous_Log,
2022/7/4 16:40,37.7,Continuous_Log,
2022/7/4 16:50,33.2,Continuous_Log,
2022/7/4 17:00,35.4,Continuous_Log,
2022/7/4 17:10,38.2,Continuous_Log,
2022/7/4 17:20,34.6,Continuous_Log,
2022/7/4 17:30,36.5,Continuous_Log,
2022/7/4 17:40,42,Continuous_Log,
2022/7/4 17:50,35.7,Continuous_Log,
2022/7/4 18:00,41.3,Continuous_Log,
2022/7/4 18:10,33.5,Continuous_Log,
2022/7/4 18:20,40.1,Continuous_Log,
2022/7/4 18:30,43.8,Continuous_Log,
2022/7/4 18:40,28.1,Continuous_Log,
2022/7/4 18:50,34.8,Continuous_Log,
2022/7/4 19:00,40.3,Continuous_Log,
2022/7/4 19:10,37.2,Continuous_Log,
2022/7/4 19:20,39.5,Continuous_Log,
2022/7/4 19:30,35.6,Continuous_Log,
2022/7/4 19:40,69.8,Continuous_Log,
2022/7/4 19:50,37.4,Continuous_Log,
2022/7/4 20:00,42.7,Continuous_Log,
2022/7/4 20:10,39,Continuous_Log,
2022/7/4 20:20,39.4,Continuous_Log,
2022/7/4 20:30,36.4,Continuous_Log,
2022/7/4 20:40,36,Continuous_Log,
2022/7/4 20:50,36.3,Continuous_Log,
2022/7/4 21:00,73.2,Event_Trigger,Vibration_Detected
2022/7/4 21:10,36.3,Continuous_Log,
2022/7/4 21:20,39.2,Continuous_Log,
2022/7/4 21:30,46.3,Continuous_Log,
2022/7/4 21:40,41.5,Continuous_Log,
2022/7/4 21:50,36.7,Continuous_Log,
2022/7/4 22:00,42.8,Continuous_Log,
2022/7/4 22:10,36.4,Continuous_Log,
2022/7/4 22:20,29.8,Continuous_Log,
2022/7/4 22:30,34,Continuous_Log,
2022/7/4 22:40,30.5,Continuous_Log,
2022/7/4 22:50,36.6,Continuous_Log,
2022/7/4 23:00,38.1,Continuous_Log,
2022/7/4 23:10,44.7,Continuous_Log,
2022/7/4 23:20,39.3,Continuous_Log,
2022/7/4 23:30,37.1,Continuous_Log,
2022/7/4 23:40,41.3,Continuous_Log,
2022/7/4 23:50,29.2,Continuous_Log,
2022/7/5 0:00,38.9,Continuous_Log,
2022/7/5 0:10,41.1,Continuous_Log,
2022/7/5 0:20,32.1,Continuous_Log,
2022/7/5 0:30,42.6,Continuous_Log,
2022/7/5 0:40,39.4,Continuous_Log,
